XCoord,YCoord,OBJECTID,UNIQUEID,TIME
20.18096760,31.87697820,37,Hawk,2017-08-30 15:50:00.900000
20.01124384,31.03498066,38,Hawk,2017-08-30 15:50:00.930000
19.89824693,31.99560114,39,Hawk,2017-08-30 15:50:00.961000
19.89707900,31.99766085,40,Hawk,2017-08-30 15:50:00.992000
19.90071818,31.99153906,41,Hawk,2017-08-30 15:50:01.022000
19.89945955,31.99356005,42,Hawk,2017-08-30 15:50:01.053000
19.89381941,32.00393444,43,Hawk,2017-08-30 15:50:01.084000
19.89280837,32.00605282,44,Hawk,2017-08-30 15:50:01.115000
19.89595243,31.99973701,45,Hawk,2017-08-30 15:50:01.145000
19.89486658,32.00182868,46,Hawk,2017-08-30 15:50:01.177000
20.37393183,32.03471472,47,Hawk,2017-08-30 15:50:01.209000
20.37317124,32.03252300,48,Hawk,2017-08-30 15:50:01.242000
20.04128016,31.93630283,49,Hawk,2017-08-30 15:50:01.273000
19.89089199,32.01032450,50,Hawk,2017-08-30 15:50:01.305000
20.08530644,31.80035699,51,Hawk,2017-08-30 15:50:01.337001
20.08311912,31.79901902,52,Hawk,2017-08-30 15:50:01.368000
20.08967158,31.80304406,53,Hawk,2017-08-30 15:50:01.400000
20.08749072,31.80169853,54,Hawk,2017-08-30 15:50:01.442000
19.60816774,30.77688564,55,Hawk,2017-08-30 15:50:01.478000
19.60571851,30.77785157,56,Hawk,2017-08-30 15:50:01.510000
19.60327213,30.77882282,57,Hawk,2017-08-30 15:50:01.541000
19.60082857,30.77979929,58,Hawk,2017-08-30 15:50:01.574000
19.61799340,30.77307614,59,Hawk,2017-08-30 15:50:01.605000
19.61553265,30.77402026,60,Hawk,2017-08-30 15:50:01.636000
19.61307480,30.77496993,61,Hawk,2017-08-30 15:50:01.667000
19.61061983,30.77592507,62,Hawk,2017-08-30 15:50:01.698001
19.62292363,30.77120479,63,Hawk,2017-08-30 15:50:01.729000
19.62045705,30.77213763,64,Hawk,2017-08-30 15:50:01.759000
19.96312244,32.26184327,65,Hawk,2017-08-30 15:50:01.792000
20.31116202,32.27406213,66,Hawk,2017-08-30 15:50:01.823000
20.03321036,31.93671619,67,Hawk,2017-08-30 15:50:01.859000
20.05371768,31.87103210,68,Hawk,2017-08-30 15:50:01.894000
18.96281877,31.44885878,69,Hawk,2017-08-30 15:50:01.928000
20.20647931,32.00881188,70,Hawk,2017-08-30 15:50:01.964000
20.14294516,32.30902058,71,Hawk,2017-08-30 15:50:01.999000
19.31958826,31.47368719,72,Hawk,2017-08-30 15:50:02.034001
19.92651562,32.04880157,73,Hawk,2017-08-30 15:50:02.068001
19.32481736,31.47480164,74,Hawk,2017-08-30 15:50:02.100001
19.32220329,31.47424281,75,Hawk,2017-08-30 15:50:02.132000
19.33004264,31.47592903,76,Hawk,2017-08-30 15:50:02.164000
20.00990817,31.01885635,77,Hawk,2017-08-30 15:50:02.198000
20.10028845,31.93985048,78,Hawk,2017-08-30 15:50:02.231000
19.92615515,32.05106524,79,Hawk,2017-08-30 15:50:02.264000
20.10557030,31.94076117,80,Hawk,2017-08-30 15:50:02.296001
20.10293248,31.94029287,81,Hawk,2017-08-30 15:50:02.328000
20.11082588,31.94177544,82,Hawk,2017-08-30 15:50:02.361000
20.01006127,31.02116215,83,Hawk,2017-08-30 15:50:02.438000
20.11607136,31.94282707,84,Hawk,2017-08-30 15:50:02.473001
19.92725854,32.04427662,85,Hawk,2017-08-30 15:50:02.507000
20.12131286,31.94389288,86,Hawk,2017-08-30 15:50:02.542001
20.11869307,31.94335658,87,Hawk,2017-08-30 15:50:02.576000
20.16493540,31.56596233,88,Hawk,2017-08-30 15:50:02.609000
20.16632342,31.56399409,89,Hawk,2017-08-30 15:50:02.641001
20.16211448,31.56987540,90,Hawk,2017-08-30 15:50:02.674001
20.16353227,31.56792272,91,Hawk,2017-08-30 15:50:02.710000
20.15923541,31.57375745,92,Hawk,2017-08-30 15:50:02.744000
20.16068195,31.57182021,93,Hawk,2017-08-30 15:50:02.780000
20.15630198,31.57760969,94,Hawk,2017-08-30 15:50:02.816001
20.15777539,31.57568729,95,Hawk,2017-08-30 15:50:02.852000
20.15331690,31.58143287,96,Hawk,2017-08-30 15:50:02.888000
20.15481560,31.57952479,97,Hawk,2017-08-30 15:50:02.922001
19.87960806,31.93765489,98,Hawk,2017-08-30 15:50:02.957000
19.87791116,31.93943152,99,Hawk,2017-08-30 15:50:02.993001
19.87625763,31.94123731,100,Hawk,2017-08-30 15:50:03.030000
19.87464992,31.94307261,101,Hawk,2017-08-30 15:50:03.067000
20.21529511,32.09206068,102,Hawk,2017-08-30 15:50:03.103000
19.92763967,32.04201521,103,Hawk,2017-08-30 15:50:03.138000
18.69509732,31.46659974,104,Hawk,2017-08-30 15:50:03.173000
18.69243206,31.46625954,105,Hawk,2017-08-30 15:50:03.212000
18.68977042,31.46589930,106,Hawk,2017-08-30 15:50:03.251000
19.64180648,31.57075536,107,Hawk,2017-08-30 15:50:03.291000
18.68445916,31.46511726,108,Hawk,2017-08-30 15:50:03.330000
19.92881499,32.03523458,109,Hawk,2017-08-30 15:50:03.367000
18.67916592,31.46425089,110,Hawk,2017-08-30 15:50:03.403000
18.67652686,31.46378525,111,Hawk,2017-08-30 15:50:03.442000
18.67389328,31.46329753,112,Hawk,2017-08-30 15:50:03.481000
18.67126554,31.46278742,113,Hawk,2017-08-30 15:50:03.516000
19.92841846,32.03749425,114,Hawk,2017-08-30 15:50:03.551000
18.81874480,31.46628461,115,Hawk,2017-08-30 15:50:03.587000
20.27362092,30.90795260,116,Hawk,2017-08-30 15:50:03.626000
20.27251031,30.90584581,117,Hawk,2017-08-30 15:50:03.664000
20.27138082,30.90374639,118,Hawk,2017-08-30 15:50:03.701000
20.27023282,30.90165432,119,Hawk,2017-08-30 15:50:03.736000
20.26906590,30.89956992,120,Hawk,2017-08-30 15:50:03.771000
20.26788130,30.89749284,121,Hawk,2017-08-30 15:50:03.805001
20.26667930,30.89542308,122,Hawk,2017-08-30 15:50:03.839000
20.26545961,30.89336091,123,Hawk,2017-08-30 15:50:03.873000
20.18173057,32.23945628,124,Hawk,2017-08-30 15:50:03.907000
20.17977458,32.24102428,125,Hawk,2017-08-30 15:50:03.941000
20.18554952,32.23623944,126,Hawk,2017-08-30 15:50:03.976000
20.18365594,32.23786138,127,Hawk,2017-08-30 15:50:04.009001
20.17373148,32.24556585,128,Hawk,2017-08-30 15:50:04.042001
20.17166075,32.24702456,129,Hawk,2017-08-30 15:50:04.076000
20.27578220,30.91218887,130,Hawk,2017-08-30 15:50:04.110000
20.27471138,30.91006707,131,Hawk,2017-08-30 15:50:04.144000
19.87536733,32.12494776,132,Hawk,2017-08-30 15:50:04.178001
20.21816390,32.17022093,133,Hawk,2017-08-30 15:50:04.212000
20.21956755,32.16827358,134,Hawk,2017-08-30 15:50:04.246000
20.20924452,32.18163385,135,Hawk,2017-08-30 15:50:04.281000
20.21679452,32.04654678,136,Hawk,2017-08-30 15:50:04.313000
20.20607533,32.18532356,137,Hawk,2017-08-30 15:50:04.347000
20.20767277,32.18348663,138,Hawk,2017-08-30 15:50:04.381000
20.21528638,32.17407854,139,Hawk,2017-08-30 15:50:04.414000
20.21673708,32.17215614,140,Hawk,2017-08-30 15:50:04.450001
20.21231441,32.17788433,141,Hawk,2017-08-30 15:50:04.484000
20.21381227,32.17598809,142,Hawk,2017-08-30 15:50:04.518000
19.96185810,31.84296800,143,Hawk,2017-08-30 15:50:04.554001
19.96246126,31.84073670,144,Hawk,2017-08-30 15:50:04.616000
19.96068201,31.84743625,145,Hawk,2017-08-30 15:50:04.662000
19.96126509,31.84520121,146,Hawk,2017-08-30 15:50:04.697000
19.96433393,31.83405508,147,Hawk,2017-08-30 15:50:04.732000
19.96497961,31.83183217,148,Hawk,2017-08-30 15:50:04.766000
19.96307494,31.83850742,149,Hawk,2017-08-30 15:50:04.799000
19.96369888,31.83628014,150,Hawk,2017-08-30 15:50:04.838001
19.95954531,31.85191163,151,Hawk,2017-08-30 15:50:04.872000
19.96010896,31.84967311,152,Hawk,2017-08-30 15:50:04.906000
19.83141497,32.06489617,153,Hawk,2017-08-30 15:50:04.940000
20.12582471,31.82694108,154,Hawk,2017-08-30 15:50:04.974001
19.83017593,32.14861310,155,Hawk,2017-08-30 15:50:05.008001
19.83090802,32.15080897,156,Hawk,2017-08-30 15:50:05.044000
19.82775126,32.13972221,157,Hawk,2017-08-30 15:50:05.078001
19.82827691,32.14196027,158,Hawk,2017-08-30 15:50:05.112001
19.82885711,32.14418858,159,Hawk,2017-08-30 15:50:05.170001
19.82948968,32.14640660,160,Hawk,2017-08-30 15:50:05.203001
19.82614585,32.13069783,161,Hawk,2017-08-30 15:50:05.242000
19.82647474,32.13296289,162,Hawk,2017-08-30 15:50:05.280000
19.82685096,32.13522260,163,Hawk,2017-08-30 15:50:05.314001
19.82727564,32.13747609,164,Hawk,2017-08-30 15:50:05.349000
20.02248320,31.93761158,165,Hawk,2017-08-30 15:50:05.383001
20.17004280,30.77883367,166,Hawk,2017-08-30 15:50:05.418001
20.16830927,30.77706090,167,Hawk,2017-08-30 15:50:05.453000
20.18060887,32.30739760,168,Hawk,2017-08-30 15:50:05.487001
19.92205060,31.70300225,169,Hawk,2017-08-30 15:50:05.520001
20.15980157,30.76808309,170,Hawk,2017-08-30 15:50:05.555000
20.15811899,30.76627424,171,Hawk,2017-08-30 15:50:05.589000
20.15643851,30.76446391,172,Hawk,2017-08-30 15:50:05.640000
20.15475841,30.76265328,173,Hawk,2017-08-30 15:50:05.676001
20.16658897,30.77527860,174,Hawk,2017-08-30 15:50:05.711001
20.16487988,30.77348833,175,Hawk,2017-08-30 15:50:05.746001
20.16318014,30.77169146,176,Hawk,2017-08-30 15:50:05.782001
20.16148799,30.76988928,177,Hawk,2017-08-30 15:50:05.818001
20.37517406,31.15685371,178,Hawk,2017-08-30 15:50:05.852000
20.37549573,31.15456397,179,Hawk,2017-08-30 15:50:05.887000
20.37580179,31.15227260,180,Hawk,2017-08-30 15:50:05.924001
20.37609227,31.14997969,181,Hawk,2017-08-30 15:50:05.958000
20.37373089,31.16599485,182,Hawk,2017-08-30 15:50:05.993001
20.37411552,31.16371245,183,Hawk,2017-08-30 15:50:06.027000
20.37448393,31.16142803,184,Hawk,2017-08-30 15:50:06.061000
20.37483703,31.15914179,185,Hawk,2017-08-30 15:50:06.094000
20.37291431,31.17055345,186,Hawk,2017-08-30 15:50:06.129000
20.37333062,31.16827523,187,Hawk,2017-08-30 15:50:06.162000
19.90620405,31.69429393,188,Hawk,2017-08-30 15:50:06.196000
20.02516049,31.93735028,189,Hawk,2017-08-30 15:50:06.229000
19.98518833,32.23041858,190,Hawk,2017-08-30 15:50:06.262000
20.20985571,31.43164749,191,Hawk,2017-08-30 15:50:06.296000
20.21250118,31.43120896,192,Hawk,2017-08-30 15:50:06.330000
20.21514146,31.43074819,193,Hawk,2017-08-30 15:50:06.363000
20.21777619,31.43026488,194,Hawk,2017-08-30 15:50:06.395000
20.22040501,31.42975863,195,Hawk,2017-08-30 15:50:06.429000
20.22302747,31.42922894,196,Hawk,2017-08-30 15:50:06.461000
20.22564311,31.42867522,197,Hawk,2017-08-30 15:50:06.516000
20.22825138,31.42809676,198,Hawk,2017-08-30 15:50:06.550000
20.08347046,31.65721540,199,Hawk,2017-08-30 15:50:06.583000
20.08520644,31.65546076,200,Hawk,2017-08-30 15:50:06.618000
20.07999949,31.66072527,201,Hawk,2017-08-30 15:50:06.651000
20.08173473,31.65897018,202,Hawk,2017-08-30 15:50:06.685000
20.07653147,31.66423713,203,Hawk,2017-08-30 15:50:06.719000
20.07826498,31.66248086,204,Hawk,2017-08-30 15:50:06.752000
20.20455042,31.43245872,205,Hawk,2017-08-30 15:50:06.788000
20.20720536,31.43206402,206,Hawk,2017-08-30 15:50:06.822000
20.36105416,31.21549574,207,Hawk,2017-08-30 15:50:06.857000
20.36181623,31.21328500,208,Hawk,2017-08-30 15:50:06.890000
20.36663359,31.19768643,209,Hawk,2017-08-30 15:50:06.925000
20.36725027,31.19544236,210,Hawk,2017-08-30 15:50:06.957000
20.36534758,31.20216357,211,Hawk,2017-08-30 15:50:06.991000
20.36599927,31.19992685,212,Hawk,2017-08-30 15:50:07.024000
20.36398974,31.20662495,213,Hawk,2017-08-30 15:50:07.057000
20.36467746,31.20439625,214,Hawk,2017-08-30 15:50:07.090000
20.36255904,31.21106943,215,Hawk,2017-08-30 15:50:07.123000
20.36328357,31.20884938,216,Hawk,2017-08-30 15:50:07.156000
20.30805778,30.93889125,217,Hawk,2017-08-30 15:50:07.190000
20.30652379,30.93699073,218,Hawk,2017-08-30 15:50:07.223000
20.30497519,30.93509893,219,Hawk,2017-08-30 15:50:07.257000
20.30341157,30.93321619,220,Hawk,2017-08-30 15:50:07.290000
20.31405380,30.94657436,221,Hawk,2017-08-30 15:50:07.324000
20.31257475,30.94464223,222,Hawk,2017-08-30 15:50:07.357000
20.31108270,30.94271743,223,Hawk,2017-08-30 15:50:07.391001
20.30957726,30.94080027,224,Hawk,2017-08-30 15:50:07.424001
19.84705494,32.00700162,225,Hawk,2017-08-30 15:50:07.458000
20.31697357,30.95045987,226,Hawk,2017-08-30 15:50:07.492000
20.31551978,30.94851376,227,Hawk,2017-08-30 15:50:07.524000
20.32320128,32.26496400,228,Hawk,2017-08-30 15:50:07.557000
20.40330222,31.15379584,229,Hawk,2017-08-30 15:50:07.590000
20.40292516,31.15151222,230,Hawk,2017-08-30 15:50:07.625000
20.40253752,31.14922983,231,Hawk,2017-08-30 15:50:07.666000
20.40214078,31.14694854,232,Hawk,2017-08-30 15:50:07.705001
20.40468860,31.16294378,233,Hawk,2017-08-30 15:50:07.740000
20.40436218,31.16065467,234,Hawk,2017-08-30 15:50:07.775000
20.40402188,31.15836699,235,Hawk,2017-08-30 15:50:07.808000
20.40366818,31.15608074,236,Hawk,2017-08-30 15:50:07.845001
20.40529390,31.16752659,237,Hawk,2017-08-30 15:50:07.881000
20.40499920,31.16523444,238,Hawk,2017-08-30 15:50:07.915001
19.30649932,31.47095700,239,Hawk,2017-08-30 15:50:07.951000
20.16258472,32.22247215,240,Hawk,2017-08-30 15:50:07.985000
20.34288385,30.99093828,241,Hawk,2017-08-30 15:50:08.018000
20.34175159,30.98884182,242,Hawk,2017-08-30 15:50:08.052000
20.33335468,30.97436097,243,Hawk,2017-08-30 15:50:08.085000
20.33208485,30.97232290,244,Hawk,2017-08-30 15:50:08.118000
20.33584040,30.97846133,245,Hawk,2017-08-30 15:50:08.153000
20.33460632,30.97640726,246,Hawk,2017-08-30 15:50:08.186000
20.33825581,30.98259227,247,Hawk,2017-08-30 15:50:08.221000
20.33705689,30.98052305,248,Hawk,2017-08-30 15:50:08.256000
20.34060321,30.98675177,249,Hawk,2017-08-30 15:50:08.289000
20.33943792,30.98466855,250,Hawk,2017-08-30 15:50:08.325000
19.97359260,32.00846919,251,Hawk,2017-08-30 15:50:08.359000
19.97461799,32.00635603,252,Hawk,2017-08-30 15:50:08.393000
19.97184778,32.01279224,253,Hawk,2017-08-30 15:50:08.427000
19.97267188,32.01061672,254,Hawk,2017-08-30 15:50:08.460000
19.17616126,30.99007412,255,Hawk,2017-08-30 15:50:08.494000
19.17847286,30.98888651,256,Hawk,2017-08-30 15:50:08.527000
19.96941646,32.02169068,257,Hawk,2017-08-30 15:50:08.561000
19.96990407,32.01944354,258,Hawk,2017-08-30 15:50:08.594000
19.16694164,30.99486252,259,Hawk,2017-08-30 15:50:08.630000
19.16924229,30.99365943,260,Hawk,2017-08-30 15:50:08.663000
19.17154586,30.99246044,261,Hawk,2017-08-30 15:50:08.697000
19.17385222,30.99126539,262,Hawk,2017-08-30 15:50:08.732000
19.15777018,30.99971813,263,Hawk,2017-08-30 15:50:08.769000
19.16005816,30.99849747,264,Hawk,2017-08-30 15:50:08.806000
19.16234947,30.99728140,265,Hawk,2017-08-30 15:50:08.841000
19.16464400,30.99606980,266,Hawk,2017-08-30 15:50:08.881000
20.16679497,32.21962530,267,Hawk,2017-08-30 15:50:08.916000
19.82904521,32.07613620,268,Hawk,2017-08-30 15:50:08.951000
19.21166913,31.45351705,269,Hawk,2017-08-30 15:50:08.987000
18.64285764,31.45561451,270,Hawk,2017-08-30 15:50:09.028000
19.40532629,31.49380236,271,Hawk,2017-08-30 15:50:09.068001
18.91218110,31.45533553,272,Hawk,2017-08-30 15:50:09.106000
20.09001433,31.05461658,273,Hawk,2017-08-30 15:50:09.140000
20.08929827,31.05684226,274,Hawk,2017-08-30 15:50:09.174001
20.09147982,31.05017305,275,Hawk,2017-08-30 15:50:09.208000
20.09074130,31.05239344,276,Hawk,2017-08-30 15:50:09.242000
20.09299087,31.04574053,277,Hawk,2017-08-30 15:50:09.276000
20.09222963,31.04795539,278,Hawk,2017-08-30 15:50:09.313000
20.09454861,31.04131969,279,Hawk,2017-08-30 15:50:09.352000
20.09376399,31.04352865,280,Hawk,2017-08-30 15:50:09.391000
20.09615400,31.03691117,281,Hawk,2017-08-30 15:50:09.427000
20.09534534,31.03911386,282,Hawk,2017-08-30 15:50:09.466000
20.37787525,32.04800411,283,Hawk,2017-08-30 15:50:09.504000
18.59062923,31.43202626,284,Hawk,2017-08-30 15:50:09.541000
19.90847288,31.69553137,285,Hawk,2017-08-30 15:50:09.577000
20.37730361,32.04577184,286,Hawk,2017-08-30 15:50:09.614000
20.37351386,31.00846398,287,Hawk,2017-08-30 15:50:09.650000
20.37264044,31.00627883,288,Hawk,2017-08-30 15:50:09.686000
20.37173289,31.00410388,289,Hawk,2017-08-30 15:50:09.721000
20.37079159,31.00193944,290,Hawk,2017-08-30 15:50:09.761000
20.36981469,30.99978658,291,Hawk,2017-08-30 15:50:09.801000
20.36880029,30.99764646,292,Hawk,2017-08-30 15:50:09.839000
20.36774838,30.99551963,293,Hawk,2017-08-30 15:50:09.877000
20.36665679,30.99340750,294,Hawk,2017-08-30 15:50:09.916000
20.36552421,30.99131125,295,Hawk,2017-08-30 15:50:09.968000
20.36435044,30.98923167,296,Hawk,2017-08-30 15:50:10.011000
20.29732975,31.26157703,297,Hawk,2017-08-30 15:50:10.046001
20.29685349,31.26384440,298,Hawk,2017-08-30 15:50:10.082001
20.29825142,31.25703748,299,Hawk,2017-08-30 15:50:10.122000
20.29779551,31.25930801,300,Hawk,2017-08-30 15:50:10.160001
20.29535938,31.27063588,301,Hawk,2017-08-30 15:50:10.207001
20.29483821,31.27289581,302,Hawk,2017-08-30 15:50:10.247000
20.29636679,31.26611010,303,Hawk,2017-08-30 15:50:10.287000
20.29586875,31.26837394,304,Hawk,2017-08-30 15:50:10.326001
20.29430461,31.27515356,305,Hawk,2017-08-30 15:50:10.368000
20.29375868,31.27740910,306,Hawk,2017-08-30 15:50:10.411000
20.09402153,31.80574878,307,Hawk,2017-08-30 15:50:10.452000
20.02249018,31.11053014,308,Hawk,2017-08-30 15:50:10.491000
20.02287382,31.11281395,309,Hawk,2017-08-30 15:50:10.531000
19.52400974,30.81343484,310,Hawk,2017-08-30 15:50:10.576000
19.52637371,30.81232351,311,Hawk,2017-08-30 15:50:10.616000
19.51928803,30.81566720,312,Hawk,2017-08-30 15:50:10.656000
19.52164786,30.81454942,313,Hawk,2017-08-30 15:50:10.694000
19.51457447,30.81791217,314,Hawk,2017-08-30 15:50:10.733001
19.51693025,30.81678814,315,Hawk,2017-08-30 15:50:10.776000
19.50986879,30.82016924,316,Hawk,2017-08-30 15:50:10.815000
19.51222066,30.81903922,317,Hawk,2017-08-30 15:50:10.851001
19.50517075,30.82243798,318,Hawk,2017-08-30 15:50:10.886001
19.50751883,30.82130218,319,Hawk,2017-08-30 15:50:10.922001
20.30308391,31.22969996,320,Hawk,2017-08-30 15:50:10.959000
20.30271805,31.23198303,321,Hawk,2017-08-30 15:50:10.995001
20.09618983,31.80710884,322,Hawk,2017-08-30 15:50:11.030000
20.30582613,31.21141271,323,Hawk,2017-08-30 15:50:11.065000
20.30551245,31.21370190,324,Hawk,2017-08-30 15:50:11.102000
20.30518462,31.21598957,325,Hawk,2017-08-30 15:50:11.136000
20.30484444,31.21827588,326,Hawk,2017-08-30 15:50:11.168000
20.30450026,31.22056170,327,Hawk,2017-08-30 15:50:11.201000
20.30415252,31.22284706,328,Hawk,2017-08-30 15:50:11.234000
20.30380075,31.22513192,329,Hawk,2017-08-30 15:50:11.267000
20.30344475,31.22741624,330,Hawk,2017-08-30 15:50:11.303000
18.72458522,31.46911809,331,Hawk,2017-08-30 15:50:11.338000
19.99870984,32.24154182,332,Hawk,2017-08-30 15:50:11.375000
19.30911892,31.47149671,333,Hawk,2017-08-30 15:50:11.414000
19.86719443,32.21164566,334,Hawk,2017-08-30 15:50:11.452000
19.86567958,32.20975982,335,Hawk,2017-08-30 15:50:11.489000
19.86417958,32.20786546,336,Hawk,2017-08-30 15:50:11.524000
20.10529029,32.30728844,337,Hawk,2017-08-30 15:50:11.560000
19.86269464,32.20596258,338,Hawk,2017-08-30 15:50:11.601000
20.09763865,31.93943370,339,Hawk,2017-08-30 15:50:11.640000
19.86122509,32.20405112,340,Hawk,2017-08-30 15:50:11.678000
18.62299183,31.44848774,341,Hawk,2017-08-30 15:50:11.780000
19.85977184,32.20213073,342,Hawk,2017-08-30 15:50:11.821000
18.93082808,31.45289815,343,Hawk,2017-08-30 15:50:11.854000
19.85833541,32.20020125,344,Hawk,2017-08-30 15:50:11.888000
19.85691604,32.19826272,345,Hawk,2017-08-30 15:50:11.921000
19.75281504,31.61772340,346,Hawk,2017-08-30 15:50:11.962000
19.75519165,31.61880541,347,Hawk,2017-08-30 15:50:11.997000
19.75756666,31.61988994,348,Hawk,2017-08-30 15:50:12.031000
19.75994009,31.62097697,349,Hawk,2017-08-30 15:50:12.064000
20.37980167,32.05699245,350,Hawk,2017-08-30 15:50:12.095000
19.85551465,32.19631480,351,Hawk,2017-08-30 15:50:12.128000
19.74805708,31.61556693,352,Hawk,2017-08-30 15:50:12.160001
19.75043685,31.61664391,353,Hawk,2017-08-30 15:50:12.193001
20.03589851,31.93655410,354,Hawk,2017-08-30 15:50:12.226001
19.73852223,31.61128428,355,Hawk,2017-08-30 15:50:12.259001
19.85413203,32.19435726,356,Hawk,2017-08-30 15:50:12.291000
20.06324555,31.34756370,357,Hawk,2017-08-30 15:50:12.325001
18.53105448,31.34279177,358,Hawk,2017-08-30 15:50:12.362000
18.54414334,31.32313364,359,Hawk,2017-08-30 15:50:12.396001
19.86252924,30.70968061,360,Hawk,2017-08-30 15:50:12.431000
19.86519041,30.70931492,361,Hawk,2017-08-30 15:50:12.465000
19.85721219,30.71043982,362,Hawk,2017-08-30 15:50:12.498000
19.85986983,30.71005562,363,Hawk,2017-08-30 15:50:12.531000
19.87318425,30.70827523,364,Hawk,2017-08-30 15:50:12.563000
19.87585222,30.70794827,365,Hawk,2017-08-30 15:50:12.595001
19.86785331,30.70895869,366,Hawk,2017-08-30 15:50:12.627001
19.87051793,30.70861208,367,Hawk,2017-08-30 15:50:12.659000
18.92283605,31.45394016,368,Hawk,2017-08-30 15:50:12.691000
19.87852184,30.70763136,369,Hawk,2017-08-30 15:50:12.723000
19.88119307,30.70732463,370,Hawk,2017-08-30 15:50:12.754000
19.23282218,31.45707128,371,Hawk,2017-08-30 15:50:12.786001
20.26110510,32.01513492,372,Hawk,2017-08-30 15:50:12.819000
20.26141641,32.01740464,373,Hawk,2017-08-30 15:50:12.852000
19.55270316,31.53807065,374,Hawk,2017-08-30 15:50:12.885000
19.35610876,31.48176435,375,Hawk,2017-08-30 15:50:12.918000
20.20718924,31.90885816,376,Hawk,2017-08-30 15:50:12.950000
20.09324586,32.25729718,377,Hawk,2017-08-30 15:50:12.983000
20.09077453,32.25820609,378,Hawk,2017-08-30 15:50:13.016001
20.08829454,32.25909798,379,Hawk,2017-08-30 15:50:13.049001
20.08580631,32.25997328,380,Hawk,2017-08-30 15:50:13.081001
20.08331471,32.26084172,381,Hawk,2017-08-30 15:50:13.114001
20.08082161,32.26170707,382,Hawk,2017-08-30 15:50:13.146000
20.36207071,32.00678600,383,Hawk,2017-08-30 15:50:13.178001
20.07582906,32.26342457,384,Hawk,2017-08-30 15:50:13.211001
18.75691061,31.46968382,385,Hawk,2017-08-30 15:50:13.285001
19.36390794,31.48358091,386,Hawk,2017-08-30 15:50:13.320000
19.36650543,31.48419334,387,Hawk,2017-08-30 15:50:13.353000
20.09816216,32.25542896,388,Hawk,2017-08-30 15:50:13.388001
20.09570844,32.25637142,389,Hawk,2017-08-30 15:50:13.421001
19.90478995,31.98561649,390,Hawk,2017-08-30 15:50:13.453000
19.90625265,31.98369673,391,Hawk,2017-08-30 15:50:13.499001
19.90777230,31.98180901,392,Hawk,2017-08-30 15:50:13.536001
19.90935111,31.97995655,393,Hawk,2017-08-30 15:50:13.570000
19.91098999,31.97814199,394,Hawk,2017-08-30 15:50:13.604000
19.91269090,31.97636894,395,Hawk,2017-08-30 15:50:13.638001
19.91445735,31.97464259,396,Hawk,2017-08-30 15:50:13.672001
19.91628962,31.97296634,397,Hawk,2017-08-30 15:50:13.705001
18.53830671,31.39001633,398,Hawk,2017-08-30 15:50:13.738001
