XCoord,YCoord,OBJECTID,UNIQUEID,TIME
20.25663556,32.10022789,78,Honey Badger ,2017-08-30 16:53:34.268000
20.25744861,32.10895020,79,Honey Badger ,2017-08-30 16:53:34.284000
20.25753616,32.11069869,80,Honey Badger ,2017-08-30 16:53:34.315000
20.25719983,32.10545639,81,Honey Badger ,2017-08-30 16:53:34.331000
20.25733665,32.10720267,82,Honey Badger ,2017-08-30 16:53:34.346000
20.25582977,32.09502190,83,Honey Badger ,2017-08-30 16:53:34.362000
20.25612611,32.09675412,84,Honey Badger ,2017-08-30 16:53:34.378000
18.42835329,31.61430754,85,Honey Badger ,2017-08-30 16:53:34.393000
18.43019881,31.61351647,86,Honey Badger ,2017-08-30 16:53:34.409000
18.43205035,31.61273564,87,Honey Badger ,2017-08-30 16:53:34.425000
18.43390768,31.61196487,88,Honey Badger ,2017-08-30 16:53:34.456000
18.43577061,31.61120394,89,Honey Badger ,2017-08-30 16:53:34.471000
18.43763894,31.61045267,90,Honey Badger ,2017-08-30 16:53:34.487000
18.43951248,31.60971085,91,Honey Badger ,2017-08-30 16:53:34.503000
18.44139102,31.60897828,92,Honey Badger ,2017-08-30 16:53:34.518000
18.44327440,31.60825476,93,Honey Badger ,2017-08-30 16:53:34.534000
18.44516244,31.60754009,94,Honey Badger ,2017-08-30 16:53:34.550000
20.42552018,30.79815518,95,Honey Badger ,2017-08-30 16:53:34.565000
20.42635439,30.79977882,96,Honey Badger ,2017-08-30 16:53:34.581000
20.42717696,30.80140682,97,Honey Badger ,2017-08-30 16:53:34.597000
20.42798790,30.80303908,98,Honey Badger ,2017-08-30 16:53:34.612000
20.42206628,30.79170583,99,Honey Badger ,2017-08-30 16:53:34.628001
20.42294738,30.79331120,100,Honey Badger ,2017-08-30 16:53:34.659000
20.42381671,30.79492128,101,Honey Badger ,2017-08-30 16:53:34.675000
20.42467429,30.79653597,102,Honey Badger ,2017-08-30 16:53:34.690000
20.22580351,31.11533567,103,Honey Badger ,2017-08-30 16:53:34.706000
20.22384680,31.11476776,104,Honey Badger ,2017-08-30 16:53:34.722000
20.22974989,31.11638423,105,Honey Badger ,2017-08-30 16:53:34.737000
20.19475634,30.85800068,106,Honey Badger ,2017-08-30 16:53:34.753001
20.24221388,32.03391123,107,Honey Badger ,2017-08-30 16:53:34.768000
20.24375635,32.03507652,108,Honey Badger ,2017-08-30 16:53:34.800000
20.23905191,32.03165624,109,Honey Badger ,2017-08-30 16:53:34.815000
20.22777169,31.11587378,110,Honey Badger ,2017-08-30 16:53:34.862000
20.23579802,32.02949718,111,Honey Badger ,2017-08-30 16:53:34.878001
20.31255738,30.83148856,112,Honey Badger ,2017-08-30 16:53:34.893000
20.23246340,32.02742844,113,Honey Badger ,2017-08-30 16:53:34.909000
20.23414017,32.02845186,114,Honey Badger ,2017-08-30 16:53:34.925000
20.22905757,32.02544474,115,Honey Badger ,2017-08-30 16:53:34.956001
19.93237109,32.08302006,116,Honey Badger ,2017-08-30 16:53:34.972000
19.93108648,32.08439113,117,Honey Badger ,2017-08-30 16:53:34.987000
20.30842538,30.83145221,118,Honey Badger ,2017-08-30 16:53:35.003000
20.29396716,30.83171294,119,Honey Badger ,2017-08-30 16:53:35.018000
19.93764378,32.07762823,120,Honey Badger ,2017-08-30 16:53:35.034001
20.29809627,30.83157543,121,Honey Badger ,2017-08-30 16:53:35.050000
19.93498087,32.08030554,122,Honey Badger ,2017-08-30 16:53:35.081001
20.23774792,31.11816213,123,Honey Badger ,2017-08-30 16:53:35.097000
20.23573698,31.11775610,124,Honey Badger ,2017-08-30 16:53:35.112001
20.20819245,32.03213503,125,Honey Badger ,2017-08-30 16:53:35.128000
19.52381592,30.83479463,126,Honey Badger ,2017-08-30 16:53:35.143000
19.52233808,30.83603443,127,Honey Badger ,2017-08-30 16:53:35.159001
19.53575843,30.82498236,128,Honey Badger ,2017-08-30 16:53:35.190000
19.53425339,30.82619793,129,Honey Badger ,2017-08-30 16:53:35.206000
20.18492637,30.86448179,130,Honey Badger ,2017-08-30 16:53:35.222000
20.18018060,30.86790398,131,Honey Badger ,2017-08-30 16:53:35.237001
20.05134264,32.17633410,132,Honey Badger ,2017-08-30 16:53:35.253000
20.05308983,32.17726754,133,Honey Badger ,2017-08-30 16:53:35.268000
20.04445164,32.17247294,134,Honey Badger ,2017-08-30 16:53:35.331000
20.04615928,32.17345745,135,Honey Badger ,2017-08-30 16:53:35.347000
20.04787715,32.17442911,136,Honey Badger ,2017-08-30 16:53:35.362001
20.04960501,32.17538798,137,Honey Badger ,2017-08-30 16:53:35.378000
20.03772861,32.16840504,138,Honey Badger ,2017-08-30 16:53:35.409000
20.03939270,32.16944164,139,Honey Badger ,2017-08-30 16:53:35.425000
20.04106809,32.17046511,140,Honey Badger ,2017-08-30 16:53:35.440001
20.04275449,32.17147552,141,Honey Badger ,2017-08-30 16:53:35.456000
20.03772813,32.26416393,142,Honey Badger ,2017-08-30 16:53:35.472000
20.03970744,32.26466503,143,Honey Badger ,2017-08-30 16:53:35.487000
20.03378127,32.26312913,144,Honey Badger ,2017-08-30 16:53:35.503000
20.03575273,32.26365192,145,Honey Badger ,2017-08-30 16:53:35.519000
20.04566845,32.26610126,146,Honey Badger ,2017-08-30 16:53:35.534000
20.04766304,32.26655701,147,Honey Badger ,2017-08-30 16:53:35.550000
20.04169062,32.26515507,148,Honey Badger ,2017-08-30 16:53:35.581000
20.04367764,32.26563388,149,Honey Badger ,2017-08-30 16:53:35.600000
20.04966136,32.26700087,150,Honey Badger ,2017-08-30 16:53:35.602000
20.05166340,32.26743259,151,Honey Badger ,2017-08-30 16:53:35.633000
19.60617625,30.77570388,152,Honey Badger ,2017-08-30 16:53:35.649000
19.60450177,30.77674379,153,Honey Badger ,2017-08-30 16:53:35.664000
19.60282823,30.77778481,154,Honey Badger ,2017-08-30 16:53:35.680000
19.60115560,30.77882691,155,Honey Badger ,2017-08-30 16:53:35.696000
19.61288399,30.77155581,156,Honey Badger ,2017-08-30 16:53:35.711000
19.61120553,30.77259103,157,Honey Badger ,2017-08-30 16:53:35.743000
19.60952810,30.77362746,158,Honey Badger ,2017-08-30 16:53:35.758000
19.60785168,30.77466509,159,Honey Badger ,2017-08-30 16:53:35.774000
19.61624407,30.76948915,160,Honey Badger ,2017-08-30 16:53:35.790001
19.61456349,30.77052184,161,Honey Badger ,2017-08-30 16:53:35.805001
20.36701770,31.34920452,162,Honey Badger ,2017-08-30 16:53:35.821000
20.10159607,30.63004401,163,Honey Badger ,2017-08-30 16:53:35.836000
20.45470404,31.15530766,164,Honey Badger ,2017-08-30 16:53:35.868000
20.45473780,31.15353976,165,Honey Badger ,2017-08-30 16:53:35.883000
20.45475929,31.15177168,166,Honey Badger ,2017-08-30 16:53:35.899000
20.45476862,31.15000350,167,Honey Badger ,2017-08-30 16:53:35.915001
20.45444438,31.16237622,168,Honey Badger ,2017-08-30 16:53:35.930001
20.45452822,31.16060967,169,Honey Badger ,2017-08-30 16:53:35.946000
20.45459936,31.15884268,170,Honey Badger ,2017-08-30 16:53:35.961000
20.45465794,31.15707532,171,Honey Badger ,2017-08-30 16:53:35.977000
20.45423811,31.16590771,172,Honey Badger ,2017-08-30 16:53:35.993001
20.45434772,31.16414226,173,Honey Badger ,2017-08-30 16:53:36.023999
20.54166763,31.07692157,174,Honey Badger ,2017-08-30 16:53:36.040000
20.54224389,31.07522220,175,Honey Badger ,2017-08-30 16:53:36.055000
20.24606791,31.17627823,176,Honey Badger ,2017-08-30 16:53:36.071000
20.24741243,31.17762044,177,Honey Badger ,2017-08-30 16:53:36.102000
20.25443989,31.18409620,178,Honey Badger ,2017-08-30 16:53:36.118000
20.25591140,31.18533695,179,Honey Badger ,2017-08-30 16:53:36.133000
20.25156513,31.18155688,180,Honey Badger ,2017-08-30 16:53:36.149000
20.25299139,31.18283576,181,Honey Badger ,2017-08-30 16:53:36.165000
20.54585557,31.06322801,182,Honey Badger ,2017-08-30 16:53:36.196000
20.54631343,31.06150216,183,Honey Badger ,2017-08-30 16:53:36.211000
20.54489709,31.06667106,184,Honey Badger ,2017-08-30 16:53:36.227000
20.54538350,31.06495101,185,Honey Badger ,2017-08-30 16:53:36.243000
20.54388059,31.07010175,186,Honey Badger ,2017-08-30 16:53:36.274000
20.54439617,31.06838801,187,Honey Badger ,2017-08-30 16:53:36.290000
20.54280466,31.07351900,188,Honey Badger ,2017-08-30 16:53:36.321000
19.75616510,31.85011119,189,Honey Badger ,2017-08-30 16:53:36.336000
19.07210496,31.58907820,190,Honey Badger ,2017-08-30 16:53:36.352000
19.07016368,31.58847569,191,Honey Badger ,2017-08-30 16:53:36.368000
19.97188505,32.04980092,192,Honey Badger ,2017-08-30 16:53:36.383000
19.06627603,31.58728261,193,Honey Badger ,2017-08-30 16:53:36.399000
19.06432966,31.58669212,194,Honey Badger ,2017-08-30 16:53:36.415000
19.06238159,31.58610571,195,Honey Badger ,2017-08-30 16:53:36.446000
19.06043182,31.58552342,196,Honey Badger ,2017-08-30 16:53:36.461000
19.05848033,31.58494530,197,Honey Badger ,2017-08-30 16:53:36.477000
19.05652714,31.58437137,198,Honey Badger ,2017-08-30 16:53:36.493000
19.05457224,31.58380168,199,Honey Badger ,2017-08-30 16:53:36.508000
20.08483533,31.67609739,200,Honey Badger ,2017-08-30 16:53:36.524000
20.32683939,30.69801615,201,Honey Badger ,2017-08-30 16:53:36.540000
20.32512972,30.69701859,202,Honey Badger ,2017-08-30 16:53:36.555000
20.31649546,30.69214166,203,Honey Badger ,2017-08-30 16:53:36.571000
20.31475222,30.69118797,204,Honey Badger ,2017-08-30 16:53:36.602000
20.31300376,30.69024136,205,Honey Badger ,2017-08-30 16:53:36.618000
20.31125018,30.68930176,206,Honey Badger ,2017-08-30 16:53:36.633000
20.32341417,30.69602851,207,Honey Badger ,2017-08-30 16:53:36.649000
20.32169285,30.69504585,208,Honey Badger ,2017-08-30 16:53:36.665000
20.31996589,30.69407053,209,Honey Badger ,2017-08-30 16:53:36.680000
20.31823339,30.69310249,210,Honey Badger ,2017-08-30 16:53:36.696000
20.08971620,32.29853471,211,Honey Badger ,2017-08-30 16:53:36.727000
20.09177904,32.29863301,212,Honey Badger ,2017-08-30 16:53:36.743000
20.15298000,31.99904881,213,Honey Badger ,2017-08-30 16:53:36.758000
20.15500270,31.99940610,214,Honey Badger ,2017-08-30 16:53:36.774000
20.16900813,32.00245255,215,Honey Badger ,2017-08-30 16:53:36.790000
20.17098430,32.00296390,216,Honey Badger ,2017-08-30 16:53:36.805000
20.16503775,32.00148166,217,Honey Badger ,2017-08-30 16:53:36.821000
20.16702646,32.00195677,218,Honey Badger ,2017-08-30 16:53:36.837000
20.16104086,32.00059240,219,Honey Badger ,2017-08-30 16:53:36.852000
20.16304242,32.00102698,220,Honey Badger ,2017-08-30 16:53:36.883000
20.15702064,31.99978227,221,Honey Badger ,2017-08-30 16:53:36.899000
20.15903348,32.00017760,222,Honey Badger ,2017-08-30 16:53:36.915000
20.30379469,31.43176810,223,Honey Badger ,2017-08-30 16:53:36.930000
20.30253067,31.43316262,224,Honey Badger ,2017-08-30 16:53:36.946000
20.07734816,32.29782489,225,Honey Badger ,2017-08-30 16:53:36.962000
20.01510599,31.83083811,226,Honey Badger ,2017-08-30 16:53:36.993000
20.01478187,31.83257176,227,Honey Badger ,2017-08-30 16:53:37.008000
20.01577249,31.82737322,228,Honey Badger ,2017-08-30 16:53:37.024000
20.01543614,31.82910525,229,Honey Badger ,2017-08-30 16:53:37.040000
20.01646438,31.82391180,230,Honey Badger ,2017-08-30 16:53:37.055000
20.01611519,31.82564206,231,Honey Badger ,2017-08-30 16:53:37.087000
20.01718285,31.82045416,232,Honey Badger ,2017-08-30 16:53:37.102000
20.01682021,31.82218248,233,Honey Badger ,2017-08-30 16:53:37.118000
20.01792916,31.81700065,234,Honey Badger ,2017-08-30 16:53:37.133000
20.01755245,31.81872687,235,Honey Badger ,2017-08-30 16:53:37.165000
19.22261400,31.64702338,236,Honey Badger ,2017-08-30 16:53:37.180000
19.22077967,31.64621392,237,Honey Badger ,2017-08-30 16:53:37.196000
18.56273734,31.57439786,238,Honey Badger ,2017-08-30 16:53:37.212000
19.21710844,31.64459923,239,Honey Badger ,2017-08-30 16:53:37.227000
20.05567816,32.26825976,240,Honey Badger ,2017-08-30 16:53:37.243000
19.21527151,31.64379404,241,Honey Badger ,2017-08-30 16:53:37.274000
19.21343368,31.64299032,242,Honey Badger ,2017-08-30 16:53:37.290000
19.21159494,31.64218812,243,Honey Badger ,2017-08-30 16:53:37.305000
20.09334165,30.62969443,244,Honey Badger ,2017-08-30 16:53:37.321000
20.09540584,30.62977127,245,Honey Badger ,2017-08-30 16:53:37.352000
20.08921230,30.62956151,246,Honey Badger ,2017-08-30 16:53:37.368000
20.09127712,30.62962453,247,Honey Badger ,2017-08-30 16:53:37.383000
20.08508188,30.62945590,248,Honey Badger ,2017-08-30 16:53:37.399000
20.08714721,30.62950532,249,Honey Badger ,2017-08-30 16:53:37.415000
20.08095065,30.62937717,250,Honey Badger ,2017-08-30 16:53:37.446000
20.08301635,30.62941321,251,Honey Badger ,2017-08-30 16:53:37.462001
20.07681886,30.62932489,252,Honey Badger ,2017-08-30 16:53:37.477000
20.07888481,30.62934775,253,Honey Badger ,2017-08-30 16:53:37.493000
20.05366914,32.26785188,254,Honey Badger ,2017-08-30 16:53:37.509000
19.96788422,32.23827594,255,Honey Badger ,2017-08-30 16:53:37.540000
19.96611930,32.23736733,256,Honey Badger ,2017-08-30 16:53:37.587000
19.97144013,32.24005632,257,Honey Badger ,2017-08-30 16:53:37.602000
19.96965793,32.23917221,258,Honey Badger ,2017-08-30 16:53:37.618000
19.96088032,32.23456567,259,Honey Badger ,2017-08-30 16:53:37.649000
19.95915369,32.23360584,260,Honey Badger ,2017-08-30 16:53:37.665001
19.96436347,32.23644621,261,Honey Badger ,2017-08-30 16:53:37.680000
19.96261703,32.23551239,262,Honey Badger ,2017-08-30 16:53:37.696000
19.97502899,32.24178874,263,Honey Badger ,2017-08-30 16:53:37.712000
19.97323057,32.24092845,264,Honey Badger ,2017-08-30 16:53:37.727000
18.74876220,31.55276865,265,Honey Badger ,2017-08-30 16:53:37.743000
18.75082569,31.55267965,266,Honey Badger ,2017-08-30 16:53:37.774000
18.75701725,31.55243224,267,Honey Badger ,2017-08-30 16:53:37.790000
18.75908145,31.55235632,268,Honey Badger ,2017-08-30 16:53:37.805001
18.75288936,31.55259391,269,Honey Badger ,2017-08-30 16:53:37.821000
18.75495322,31.55251144,270,Honey Badger ,2017-08-30 16:53:37.837000
18.76527501,31.55214830,271,Honey Badger ,2017-08-30 16:53:37.852000
18.76733982,31.55208556,272,Honey Badger ,2017-08-30 16:53:37.884000
18.76114582,31.55228369,273,Honey Badger ,2017-08-30 16:53:37.899000
18.76321034,31.55221435,274,Honey Badger ,2017-08-30 16:53:37.915000
20.02398489,32.26035735,275,Honey Badger ,2017-08-30 16:53:37.930001
20.18484712,32.01473210,276,Honey Badger ,2017-08-30 16:53:37.946000
20.18677866,32.01535398,277,Honey Badger ,2017-08-30 16:53:37.962000
20.18869681,32.01600496,278,Honey Badger ,2017-08-30 16:53:37.977000
20.19060053,32.01668570,279,Honey Badger ,2017-08-30 16:53:38.009001
20.19248872,32.01739686,280,Honey Badger ,2017-08-30 16:53:38.024000
20.19436021,32.01813907,281,Honey Badger ,2017-08-30 16:53:38.040000
20.19621376,32.01891296,282,Honey Badger ,2017-08-30 16:53:38.055001
20.02789106,32.26149728,283,Honey Badger ,2017-08-30 16:53:38.071001
20.19986172,32.02055819,284,Honey Badger ,2017-08-30 16:53:38.087000
20.20165331,32.02143066,285,Honey Badger ,2017-08-30 16:53:38.118000
20.02593587,32.26093246,286,Honey Badger ,2017-08-30 16:53:38.134001
20.01622431,32.25795479,287,Honey Badger ,2017-08-30 16:53:38.149001
20.01429536,32.25732878,288,Honey Badger ,2017-08-30 16:53:38.165000
18.40656626,31.62438026,289,Honey Badger ,2017-08-30 16:53:38.180001
20.47813032,30.87500606,290,Honey Badger ,2017-08-30 16:53:38.196000
18.40290584,31.62601300,291,Honey Badger ,2017-08-30 16:53:38.212000
18.40473702,31.62519822,292,Honey Badger ,2017-08-30 16:53:38.243000
18.39924206,31.62764025,293,Honey Badger ,2017-08-30 16:53:38.259001
20.02009580,32.25917641,294,Honey Badger ,2017-08-30 16:53:38.274000
18.39558283,31.62927487,295,Honey Badger ,2017-08-30 16:53:38.290000
20.47978568,30.87606722,296,Honey Badger ,2017-08-30 16:53:38.306000
18.39193580,31.63092909,297,Honey Badger ,2017-08-30 16:53:38.337001
18.39375729,31.63009874,298,Honey Badger ,2017-08-30 16:53:38.352000
20.01815782,32.25857067,299,Honey Badger ,2017-08-30 16:53:38.368000
19.97516876,32.04767477,300,Honey Badger ,2017-08-30 16:53:38.384001
20.48304312,30.87824921,301,Honey Badger ,2017-08-30 16:53:38.399000
20.47135201,30.87094907,302,Honey Badger ,2017-08-30 16:53:38.415000
20.47306851,30.87193612,303,Honey Badger ,2017-08-30 16:53:38.446000
20.26697435,30.96283838,304,Honey Badger ,2017-08-30 16:53:38.462001
20.26870068,30.96186497,305,Honey Badger ,2017-08-30 16:53:38.477000
20.27044329,30.96091312,306,Honey Badger ,2017-08-30 16:53:38.493000
20.27220226,30.95998366,307,Honey Badger ,2017-08-30 16:53:38.509001
20.26023018,30.96693295,308,Honey Badger ,2017-08-30 16:53:38.524000
20.26189219,30.96588049,309,Honey Badger ,2017-08-30 16:53:38.540000
20.26357018,30.96484682,310,Honey Badger ,2017-08-30 16:53:38.571000
20.26526421,30.96383256,311,Honey Badger ,2017-08-30 16:53:38.587001
20.47645845,30.87396415,312,Honey Badger ,2017-08-30 16:53:38.602000
20.27397769,30.95907750,313,Honey Badger ,2017-08-30 16:53:38.618000
20.27576966,30.95819561,314,Honey Badger ,2017-08-30 16:53:38.634001
20.02212155,31.79980884,315,Honey Badger ,2017-08-30 16:53:38.649000
20.28290494,31.12108363,316,Honey Badger ,2017-08-30 16:53:38.681000
20.28084484,31.12121836,317,Honey Badger ,2017-08-30 16:53:38.696000
20.29111226,31.12026259,318,Honey Badger ,2017-08-30 16:53:38.712001
20.28906621,31.12050847,319,Honey Badger ,2017-08-30 16:53:38.727000
20.28701606,31.12072782,320,Honey Badger ,2017-08-30 16:53:38.743000
20.28496216,31.12091982,321,Honey Badger ,2017-08-30 16:53:38.759001
20.29924892,31.11902826,322,Honey Badger ,2017-08-30 16:53:38.790001
20.29722246,31.11937311,323,Honey Badger ,2017-08-30 16:53:38.806000
20.29519068,31.11969421,324,Honey Badger ,2017-08-30 16:53:38.821000
20.29315385,31.11999093,325,Honey Badger ,2017-08-30 16:53:38.837001
20.11300190,30.97387675,326,Honey Badger ,2017-08-30 16:53:38.852000
20.11315856,30.97211034,327,Honey Badger ,2017-08-30 16:53:38.868000
20.11333735,30.97034545,328,Honey Badger ,2017-08-30 16:53:38.884001
20.11353831,30.96858227,329,Honey Badger ,2017-08-30 16:53:38.946000
20.11376151,30.96682103,330,Honey Badger ,2017-08-30 16:53:38.977000
20.11400705,30.96506195,331,Honey Badger ,2017-08-30 16:53:39.009000
20.11427508,30.96330525,332,Honey Badger ,2017-08-30 16:53:39.024000
20.11456578,30.96155117,333,Honey Badger ,2017-08-30 16:53:39.040000
20.11487937,30.95979996,334,Honey Badger ,2017-08-30 16:53:39.056000
20.11521610,30.95805188,335,Honey Badger ,2017-08-30 16:53:39.071000
20.26928913,30.83367937,336,Honey Badger ,2017-08-30 16:53:39.102000
20.27133577,30.83343636,337,Honey Badger ,2017-08-30 16:53:39.118000
18.52885833,31.58228110,338,Honey Badger ,2017-08-30 16:53:39.134000
20.25844000,32.04970742,339,Honey Badger ,2017-08-30 16:53:39.149000
20.25955953,32.05117924,340,Honey Badger ,2017-08-30 16:53:39.183000
20.26472594,32.05875873,341,Honey Badger ,2017-08-30 16:53:39.199000
20.26567779,32.06031286,342,Honey Badger ,2017-08-30 16:53:39.215000
20.26660370,32.06187818,343,Honey Badger ,2017-08-30 16:53:39.230000
20.26750403,32.06345416,344,Honey Badger ,2017-08-30 16:53:39.246000
20.26064923,32.05266704,345,Honey Badger ,2017-08-30 16:53:39.277000
20.26170998,32.05416977,346,Honey Badger ,2017-08-30 16:53:39.293000
20.26274258,32.05568649,347,Honey Badger ,2017-08-30 16:53:39.308000
20.26374770,32.05721639,348,Honey Badger ,2017-08-30 16:53:39.324000
19.91469945,31.86133229,349,Honey Badger ,2017-08-30 16:53:39.340000
20.08193139,32.27304666,350,Honey Badger ,2017-08-30 16:53:39.371000
20.08396387,32.27336064,351,Honey Badger ,2017-08-30 16:53:39.386000
20.08599846,32.27366466,352,Honey Badger ,2017-08-30 16:53:39.402000
20.08803520,32.27395825,353,Honey Badger ,2017-08-30 16:53:39.418000
20.07382192,32.27170015,354,Honey Badger ,2017-08-30 16:53:39.433000
20.01064010,32.14949226,355,Honey Badger ,2017-08-30 16:53:39.449000
20.07787266,32.27239064,356,Honey Badger ,2017-08-30 16:53:39.480000
20.00761008,32.14711340,357,Honey Badger ,2017-08-30 16:53:39.496000
20.09007409,32.27424092,358,Honey Badger ,2017-08-30 16:53:39.511000
20.09211515,32.27451218,359,Honey Badger ,2017-08-30 16:53:39.527000
20.01839263,32.15527236,360,Honey Badger ,2017-08-30 16:53:39.543000
20.01996899,32.15640312,361,Honey Badger ,2017-08-30 16:53:39.558000
20.22923227,30.84212062,362,Honey Badger ,2017-08-30 16:53:39.574000
19.64329699,30.75316360,363,Honey Badger ,2017-08-30 16:53:39.605000
19.64159630,30.75417187,364,Honey Badger ,2017-08-30 16:53:39.621000
19.64670269,30.75115244,365,Honey Badger ,2017-08-30 16:53:39.637000
19.64499911,30.75215711,366,Honey Badger ,2017-08-30 16:53:39.652000
